Temp,DO,PH,BOD,Tot_col,BOD_log,Tot_col_log
29.8,6.6,6.9,1.6,756.0,0.9555114450274363,6.6293632534374485
30.2,6.8,7.0,1.7,785.0,0.9932517730102833,6.666956792429207
28.2,2.9,6.7,2.2,1623.0,1.1631508098056809,7.392647520721623
27.7,3.0,6.6,2.0,1319.0,1.0986122886681098,7.1853870155804165
23.9,6.7,7.1,1.6,738.0,0.9555114450274363,6.6052979209482015
27.4,3.6,7.3,2.6,112867.0,1.2809338454620642,11.63397427329237
27.8,6.1,7.8,1.3,997.0,0.832909122935104,6.905753276311464
26.4,6.9,7.4,0.5,67.0,0.4054651081081644,4.219507705176107
29.6,7.0,6.9,1.1,317.0,0.7419373447293773,5.762051382780177
27.0,3.1,7.2,13.2,19917.0,2.653241964607215,9.899379124491585
26.3,7.0,7.1,0.5,496.0,0.4054651081081644,6.208590026096629
30.0,6.1,7.0,1.8,282.0,1.0296194171811581,5.645446897643238
28.0,6.0,6.4,2.1,300.0,1.1314021114911006,5.707110264748875
30.1,6.3,7.0,2.8,543.0,1.33500106673234,6.298949246855942
27.9,6.9,8.1,0.9,615.0,0.6418538861723948,6.423246963533519
27.0,5.9,6.7,1.5,377.0,0.9162907318741551,5.934894195619588
26.0,7.8,6.8,1.4,319.0,0.8754687373538999,5.768320995793772
27.7,7.1,7.4,1.0,66382.0,0.6931471805599453,11.103196278588376
27.1,7.3,7.2,0.9,3471.0,0.6418538861723948,8.15248607578024
26.5,6.2,7.2,0.8,942.0,0.5877866649021191,6.849066282633458
28.5,7.2,6.8,1.2,941.0,0.7884573603642702,6.848005274576363
28.7,6.9,6.7,2.5,701.0,1.252762968495368,6.553933404025811
25.7,6.3,7.4,0.6,128.0,0.4700036292457356,4.859812404361672
29.3,7.6,6.8,1.6,109.0,0.9555114450274363,4.700480365792417
27.0,7.0,7.2,0.6,3558.0,0.4700036292457356,8.177234885510194
30.9,5.9,7.0,1.5,253.0,0.9162907318741551,5.537334267018537
